image_name,category_label,category_name,category_type,x_1,y_1,x_2,y_2,evaluation_status
img/Sheer_Pleated-Front_Blouse/img_00000116.jpg,3,Blouse,1,63,20,237,225,train
img/Sheer_Pleated-Front_Blouse/img_00000117.jpg,3,Blouse,1,38,93,176,176,train
img/Sheer_Pleated-Front_Blouse/img_00000118.jpg,3,Blouse,1,1,68,190,258,train
img/Sheer_Pleated-Front_Blouse/img_00000119.jpg,3,Blouse,1,60,80,226,291,train
img/Sheer_Pleated-Front_Blouse/img_00000125.jpg,3,Blouse,1,26,70,190,264,train
img/Sheer_Pleated-Front_Blouse/img_00000126.jpg,3,Blouse,1,32,82,195,255,train
img/Sheer_Pleated-Front_Blouse/img_00000127.jpg,3,Blouse,1,70,83,227,239,train
img/Sheer_Pleated-Front_Blouse/img_00000128.jpg,3,Blouse,1,57,85,231,243,train
img/Sheer_Pleated-Front_Blouse/img_00000130.jpg,3,Blouse,1,89,65,161,192,train
img/Sheer_Pleated-Front_Blouse/img_00000131.jpg,3,Blouse,1,19,21,157,177,train
img/Sheer_Pleated-Front_Blouse/img_00000132.jpg,3,Blouse,1,65,70,160,249,train
img/Sheer_Pleated-Front_Blouse/img_00000133.jpg,3,Blouse,1,51,40,157,184,train
img/Sheer_Pleated-Front_Blouse/img_00000135.jpg,3,Blouse,1,27,83,193,288,train
img/Sheer_Pleated-Front_Blouse/img_00000137.jpg,3,Blouse,1,55,11,264,263,train
img/Sheer_Pleated-Front_Blouse/img_00000138.jpg,3,Blouse,1,1,83,231,285,train
img/Sheer_Pleated-Front_Blouse/img_00000139.jpg,3,Blouse,1,60,56,154,157,train
img/Sheer_Pleated-Front_Blouse/img_00000140.jpg,3,Blouse,1,20,62,126,244,train
img/Sheer_Pleated-Front_Blouse/img_00000141.jpg,3,Blouse,1,50,73,261,300,train
img/Sheer_Pleated-Front_Blouse/img_00000148.jpg,3,Blouse,1,48,32,254,249,train
img/Sheer_Pleated-Front_Blouse/img_00000149.jpg,3,Blouse,1,75,79,171,262,train
img/Sheer_Woven_Blouse/img_00000003.jpg,3,Blouse,1,47,64,178,215,train
img/Sheer_Woven_Blouse/img_00000004.jpg,3,Blouse,1,81,75,254,269,train
img/Sheer_Woven_Blouse/img_00000007.jpg,3,Blouse,1,1,88,200,202,train
img/Sheer_Woven_Blouse/img_00000009.jpg,3,Blouse,1,35,76,191,265,train
img/Sheer_Woven_Blouse/img_00000010.jpg,3,Blouse,1,34,85,176,234,train
img/Sheer_Woven_Blouse/img_00000011.jpg,3,Blouse,1,25,81,175,217,train
img/Sheer_Woven_Blouse/img_00000013.jpg,3,Blouse,1,46,64,210,218,train
img/Sheer_Woven_Blouse/img_00000014.jpg,3,Blouse,1,17,67,181,261,train
img/Sheer_Woven_Blouse/img_00000015.jpg,3,Blouse,1,88,55,240,299,train
img/Sheer_Woven_Blouse/img_00000019.jpg,3,Blouse,1,59,52,162,236,train
img/Sheer_Woven_Blouse/img_00000020.jpg,3,Blouse,1,63,78,193,246,train
img/Sheer_Woven_Blouse/img_00000021.jpg,3,Blouse,1,44,78,166,252,train
img/Sheer_Woven_Blouse/img_00000022.jpg,3,Blouse,1,65,82,187,184,train
img/Sheer_Woven_Blouse/img_00000023.jpg,3,Blouse,1,72,63,228,290,train
img/Sheer_Woven_Blouse/img_00000024.jpg,3,Blouse,1,66,79,234,300,train
img/Sheer_Woven_Blouse/img_00000025.jpg,3,Blouse,1,85,58,228,279,train
img/Sheer_Woven_Blouse/img_00000026.jpg,3,Blouse,1,45,45,154,165,train
img/Sheer_Woven_Blouse/img_00000027.jpg,3,Blouse,1,77,67,234,280,train
img/Sheer_Woven_Blouse/img_00000028.jpg,3,Blouse,1,26,65,186,255,train
img/Sheer_Woven_Blouse/img_00000031.jpg,3,Blouse,1,43,49,215,292,train
img/Sheer_Woven_Blouse/img_00000032.jpg,3,Blouse,1,1,21,210,300,train
img/Sheer_Woven_Blouse/img_00000034.jpg,3,Blouse,1,6,91,142,216,train
img/Sheer_Woven_Blouse/img_00000037.jpg,3,Blouse,1,1,82,198,300,train
img/Sheer_Woven_Blouse/img_00000039.jpg,3,Blouse,1,93,47,149,110,train
img/Sheer_Woven_Blouse/img_00000040.jpg,3,Blouse,1,54,87,186,271,train
img/Sheer_Woven_Blouse/img_00000041.jpg,3,Blouse,1,48,65,205,255,train
img/Sheer_Woven_Blouse/img_00000044.jpg,3,Blouse,1,46,66,176,240,train
img/Sheer_Woven_Blouse/img_00000045.jpg,3,Blouse,1,30,94,176,287,train
img/Sheer_Woven_Blouse/img_00000046.jpg,3,Blouse,1,50,87,182,292,train
img/Sheer_Woven_Blouse/img_00000047.jpg,3,Blouse,1,63,72,159,271,train
img/Sheer_Woven_Blouse/img_00000050.jpg,3,Blouse,1,31,90,189,179,train
img/Sheer_Woven_Blouse/img_00000051.jpg,3,Blouse,1,78,55,215,257,train
img/Sheer_Woven_Blouse/img_00000052.jpg,3,Blouse,1,34,81,195,288,train
img/Sheer_Woven_Blouse/img_00000053.jpg,3,Blouse,1,52,43,155,160,train
img/Sheer_Woven_Blouse/img_00000054.jpg,3,Blouse,1,30,80,226,248,train
img/Sheer_Woven_Blouse/img_00000055.jpg,3,Blouse,1,58,84,179,261,train
img/Sheer_Woven_Blouse/img_00000056.jpg,3,Blouse,1,18,62,210,258,train
img/Sheer_Woven_Blouse/img_00000057.jpg,3,Blouse,1,48,74,158,263,train
img/Sheer_Woven_Blouse/img_00000058.jpg,3,Blouse,1,29,84,167,250,train
img/Sheer_Woven_Blouse/img_00000059.jpg,3,Blouse,1,68,76,181,282,train
img/Sheer_Woven_Blouse/img_00000060.jpg,3,Blouse,1,92,53,138,128,train
img/Sheer_Woven_Blouse/img_00000061.jpg,3,Blouse,1,97,74,207,237,train
img/Sheer_Woven_Blouse/img_00000062.jpg,3,Blouse,1,74,68,213,262,train
img/Sheer_Woven_Blouse/img_00000063.jpg,3,Blouse,1,38,60,169,134,train
img/Sheer_Woven_Blouse/img_00000067.jpg,3,Blouse,1,43,74,151,263,train
img/Sheer_Woven_Blouse/img_00000069.jpg,3,Blouse,1,23,96,173,242,train
img/Sheer_Woven_Blouse/img_00000070.jpg,3,Blouse,1,76,57,222,234,train
img/Sheer_Woven_Blouse/img_00000073.jpg,3,Blouse,1,51,106,205,299,train
img/Sheer_Woven_Blouse/img_00000075.jpg,3,Blouse,1,29,63,135,185,train
img/Sheer_Woven_Blouse/img_00000076.jpg,3,Blouse,1,38,58,218,293,train
img/Sheer_Woven_Blouse/img_00000077.jpg,3,Blouse,1,49,76,156,223,train
img/Sheer_Woven_Blouse/img_00000078.jpg,3,Blouse,1,63,66,147,130,train
img/Sheer_Woven_Blouse/img_00000079.jpg,3,Blouse,1,181,21,275,186,train
img/Sheer_Woven_Blouse/img_00000080.jpg,3,Blouse,1,39,86,184,254,train
img/Sheer_Woven_Blouse/img_00000081.jpg,3,Blouse,1,50,86,210,282,train
img/Sheer_Woven_Blouse/img_00000082.jpg,3,Blouse,1,11,74,196,254,train
img/Sheer_Woven_Blouse/img_00000083.jpg,3,Blouse,1,93,82,220,257,train
img/Sheer_Woven_Blouse/img_00000084.jpg,3,Blouse,1,70,82,191,225,train
img/Sheer_Woven_Blouse/img_00000085.jpg,3,Blouse,1,33,52,143,206,train
img/Sheer_Woven_Blouse/img_00000086.jpg,3,Blouse,1,26,90,192,252,train
img/Sheer_Woven_Blouse/img_00000087.jpg,3,Blouse,1,95,76,197,251,train
img/Sheer_Woven_Blouse/img_00000089.jpg,3,Blouse,1,112,77,212,237,train
img/Sheer_Woven_Blouse/img_00000090.jpg,3,Blouse,1,39,64,178,209,train
img/Sheer_Woven_Blouse/img_00000091.jpg,3,Blouse,1,33,52,122,200,train
img/Sheer_Woven_Blouse/img_00000092.jpg,3,Blouse,1,68,53,182,209,train
img/Sheer_Woven_Blouse/img_00000093.jpg,3,Blouse,1,4,86,196,279,train
img/Sheer_Woven_Blouse/img_00000094.jpg,3,Blouse,1,54,91,268,285,train
img/Sheer_Woven_Blouse/img_00000096.jpg,3,Blouse,1,51,83,201,267,train
img/Sheer_Woven_Blouse/img_00000097.jpg,3,Blouse,1,30,75,190,283,train
img/Sheer_Woven_Blouse/img_00000099.jpg,3,Blouse,1,35,88,178,249,train
img/Sheer_Woven_Blouse/img_00000100.jpg,3,Blouse,1,52,72,170,247,train
img/Sheer_Woven_Blouse/img_00000101.jpg,3,Blouse,1,77,78,184,247,train
img/Sheer_Woven_Blouse/img_00000103.jpg,3,Blouse,1,72,73,193,283,train
img/Sheer_Woven_Blouse/img_00000104.jpg,3,Blouse,1,47,82,175,298,train
img/Sheer_Woven_Blouse/img_00000105.jpg,3,Blouse,1,30,86,180,296,train
img/Sheer_Woven_Blouse/img_00000106.jpg,3,Blouse,1,24,79,182,261,train
img/Sheer_Woven_Blouse/img_00000107.jpg,3,Blouse,1,26,80,190,273,train
img/Sheer_Woven_Blouse/img_00000108.jpg,3,Blouse,1,69,83,214,274,train
img/Sheer_Woven_Blouse/img_00000109.jpg,3,Blouse,1,52,58,190,271,train
img/Sheer_Woven_Blouse/img_00000110.jpg,3,Blouse,1,26,69,171,267,train
img/Sheer_Woven_Blouse/img_00000111.jpg,3,Blouse,1,5,95,204,297,train
img/Sheer_Woven_Blouse/img_00000112.jpg,3,Blouse,1,85,89,188,218,train
img/Sheer_Woven_Blouse/img_00000113.jpg,3,Blouse,1,57,52,152,279,train
img/Sheer_Woven_Blouse/img_00000114.jpg,3,Blouse,1,33,78,213,279,train
img/Sheer_Woven_Blouse/img_00000115.jpg,3,Blouse,1,48,76,226,270,train
img/Sheer_Woven_Blouse/img_00000116.jpg,3,Blouse,1,54,69,217,299,train
img/Sheer_Woven_Blouse/img_00000117.jpg,3,Blouse,1,38,82,182,229,train
img/Sheer_Woven_Blouse/img_00000118.jpg,3,Blouse,1,68,66,222,245,train
img/Sheer_Woven_Blouse/img_00000119.jpg,3,Blouse,1,61,68,233,270,train
img/Sheer_Woven_Blouse/img_00000120.jpg,3,Blouse,1,33,69,233,276,train
img/Sheer_Woven_Blouse/img_00000121.jpg,3,Blouse,1,51,54,166,249,train
img/Sheer_Woven_Blouse/img_00000122.jpg,3,Blouse,1,48,87,155,283,train
img/Sheer_Woven_Blouse/img_00000123.jpg,3,Blouse,1,25,90,182,300,train
img/Sheer_Woven_Blouse/img_00000124.jpg,3,Blouse,1,56,82,194,279,train
img/Sheer_Woven_Blouse/img_00000125.jpg,3,Blouse,1,79,78,233,249,train
img/Sheer_Woven_Blouse/img_00000126.jpg,3,Blouse,1,94,76,214,247,train
img/Sheer_Woven_Blouse/img_00000127.jpg,3,Blouse,1,45,76,201,271,train
img/Sheer_Woven_Blouse/img_00000129.jpg,3,Blouse,1,28,89,170,264,train
img/Sheer_Woven_Blouse/img_00000130.jpg,3,Blouse,1,66,41,138,140,train
img/Sheer_Woven_Blouse/img_00000131.jpg,3,Blouse,1,58,82,183,257,train
img/Sheer_Woven_Blouse/img_00000132.jpg,3,Blouse,1,93,71,221,260,train
img/Sheer_Woven_Blouse/img_00000133.jpg,3,Blouse,1,1,21,161,248,train
img/Sheer_Woven_Blouse/img_00000134.jpg,3,Blouse,1,93,53,166,297,train
img/Sheer_Woven_Blouse/img_00000137.jpg,3,Blouse,1,25,74,171,205,train
img/Sheer_Woven_Blouse/img_00000138.jpg,3,Blouse,1,69,97,226,251,train
img/Shirred_Floral-Embroidered_Blouse/img_00000001.jpg,3,Blouse,1,42,93,186,258,train
img/Shirred_Floral-Embroidered_Blouse/img_00000002.jpg,3,Blouse,1,1,96,141,269,train
img/Shirred_Floral-Embroidered_Blouse/img_00000003.jpg,3,Blouse,1,34,84,162,178,train
img/Shirred_Floral-Embroidered_Blouse/img_00000004.jpg,3,Blouse,1,58,97,216,251,train
img/Shirred_Floral-Embroidered_Blouse/img_00000005.jpg,3,Blouse,1,62,85,170,209,train
img/Shirred_Floral-Embroidered_Blouse/img_00000006.jpg,3,Blouse,1,36,95,196,275,train
img/Shirred_Floral-Embroidered_Blouse/img_00000007.jpg,3,Blouse,1,52,120,161,196,train
img/Shirred_Floral-Embroidered_Blouse/img_00000008.jpg,3,Blouse,1,64,71,256,240,train
img/Shirred_Floral-Embroidered_Blouse/img_00000010.jpg,3,Blouse,1,19,92,197,277,train
img/Shirred_Floral-Embroidered_Blouse/img_00000012.jpg,3,Blouse,1,96,84,235,258,train
img/Shirred_Floral-Embroidered_Blouse/img_00000014.jpg,3,Blouse,1,52,46,150,217,train
img/Shirred_Floral-Embroidered_Blouse/img_00000015.jpg,3,Blouse,1,22,81,185,246,train
img/Shirred_Floral-Embroidered_Blouse/img_00000016.jpg,3,Blouse,1,85,40,159,157,train
img/Shirred_Floral-Embroidered_Blouse/img_00000017.jpg,3,Blouse,1,41,105,169,254,train
img/Shirred_Floral-Embroidered_Blouse/img_00000019.jpg,3,Blouse,1,44,80,160,249,train
img/Shirred_Floral-Embroidered_Blouse/img_00000020.jpg,3,Blouse,1,73,60,179,183,train
img/Shirred_Floral-Embroidered_Blouse/img_00000022.jpg,3,Blouse,1,36,58,131,148,train
img/Shirred_Floral-Embroidered_Blouse/img_00000023.jpg,3,Blouse,1,17,52,130,293,train
img/Shirred_Floral-Embroidered_Blouse/img_00000024.jpg,3,Blouse,1,12,94,185,280,train
img/Shirred_Floral-Embroidered_Blouse/img_00000025.jpg,3,Blouse,1,16,78,170,238,train
img/Shirred_Floral-Embroidered_Blouse/img_00000029.jpg,3,Blouse,1,1,62,171,191,train
img/Shirred_Floral-Embroidered_Blouse/img_00000030.jpg,3,Blouse,1,38,63,175,220,train
img/Shirred_Floral-Embroidered_Blouse/img_00000033.jpg,3,Blouse,1,32,76,150,219,train
img/Shirred_Floral-Embroidered_Blouse/img_00000034.jpg,3,Blouse,1,1,111,280,280,train
img/Shirred_Floral-Embroidered_Blouse/img_00000035.jpg,3,Blouse,1,74,78,252,253,train
img/Shirred_Floral-Embroidered_Blouse/img_00000038.jpg,3,Blouse,1,83,84,229,267,train
img/Shirred_Floral-Embroidered_Blouse/img_00000039.jpg,3,Blouse,1,4,86,208,293,train
img/Shirred_Floral-Embroidered_Blouse/img_00000041.jpg,3,Blouse,1,1,75,179,268,train
img/Shirred_Floral-Embroidered_Blouse/img_00000042.jpg,3,Blouse,1,62,53,148,198,train
img/Shirred_Floral-Embroidered_Blouse/img_00000043.jpg,3,Blouse,1,30,60,152,210,train
img/Shirred_Floral-Embroidered_Blouse/img_00000045.jpg,3,Blouse,1,91,53,240,233,train
img/Shirred_Floral-Embroidered_Blouse/img_00000047.jpg,3,Blouse,1,99,77,241,223,train
img/Shirred_Floral-Embroidered_Blouse/img_00000048.jpg,3,Blouse,1,66,82,230,257,train
img/Shirred_Floral-Embroidered_Blouse/img_00000050.jpg,3,Blouse,1,11,86,193,300,train
img/Shirred_Floral-Embroidered_Blouse/img_00000051.jpg,3,Blouse,1,24,81,168,258,train
img/Shirred_Floral-Embroidered_Blouse/img_00000052.jpg,3,Blouse,1,41,65,135,146,train
img/Shirred_Floral-Embroidered_Blouse/img_00000053.jpg,3,Blouse,1,42,95,162,284,train
img/Shirred_Floral-Embroidered_Blouse/img_00000054.jpg,3,Blouse,1,42,98,258,300,train
img/Shirred_Floral-Embroidered_Blouse/img_00000055.jpg,3,Blouse,1,1,87,300,300,train
img/Shirred_Floral-Embroidered_Blouse/img_00000056.jpg,3,Blouse,1,76,102,256,271,train
img/Shirred_Floral-Embroidered_Blouse/img_00000057.jpg,3,Blouse,1,75,91,260,273,train
img/Shirred_Floral-Embroidered_Blouse/img_00000059.jpg,3,Blouse,1,38,89,176,200,train
img/Shirred_Floral-Embroidered_Blouse/img_00000060.jpg,3,Blouse,1,36,79,136,246,train
img/Shirred_Floral-Embroidered_Blouse/img_00000061.jpg,3,Blouse,1,6,65,174,221,train
img/Shirred_Floral-Embroidered_Blouse/img_00000062.jpg,3,Blouse,1,35,52,202,283,train
img/Shirred_Floral-Embroidered_Blouse/img_00000064.jpg,3,Blouse,1,88,92,226,225,train
img/Shirred_Floral-Embroidered_Blouse/img_00000065.jpg,3,Blouse,1,43,59,200,236,train
img/Shirred_Floral-Embroidered_Blouse/img_00000068.jpg,3,Blouse,1,31,75,170,207,train
img/Shirred_Floral-Embroidered_Blouse/img_00000069.jpg,3,Blouse,1,113,46,190,168,train
img/Shirred_Floral-Embroidered_Blouse/img_00000070.jpg,3,Blouse,1,80,63,232,192,train
img/Shirred_Floral-Embroidered_Blouse/img_00000071.jpg,3,Blouse,1,15,65,160,225,train
img/Shirred_Floral-Embroidered_Blouse/img_00000072.jpg,3,Blouse,1,69,86,235,264,train
img/Shirred_Floral-Embroidered_Blouse/img_00000073.jpg,3,Blouse,1,16,70,180,242,train
img/Shirred_Floral-Embroidered_Blouse/img_00000074.jpg,3,Blouse,1,10,63,102,146,train
img/Shirred_Floral-Embroidered_Blouse/img_00000076.jpg,3,Blouse,1,42,70,163,214,train
img/Shirred_Floral-Embroidered_Blouse/img_00000077.jpg,3,Blouse,1,43,133,290,289,train
img/Shirred_Floral-Embroidered_Blouse/img_00000078.jpg,3,Blouse,1,6,120,191,256,train
img/Shirred_Floral-Embroidered_Blouse/img_00000079.jpg,3,Blouse,1,82,61,214,215,train
img/Shirred_Floral-Embroidered_Blouse/img_00000080.jpg,3,Blouse,1,12,67,136,190,train
img/Shirred_Floral-Embroidered_Blouse/img_00000081.jpg,3,Blouse,1,94,109,210,295,train
img/Shirred_Floral-Embroidered_Blouse/img_00000082.jpg,3,Blouse,1,8,42,158,219,train
img/Shirred_Floral-Embroidered_Blouse/img_00000084.jpg,3,Blouse,1,20,61,192,211,train
img/Shirred_Floral-Embroidered_Blouse/img_00000087.jpg,3,Blouse,1,42,74,156,229,train
img/Shirred_Floral-Embroidered_Blouse/img_00000089.jpg,3,Blouse,1,23,45,233,255,train
img/Shirred_Floral-Embroidered_Blouse/img_00000090.jpg,3,Blouse,1,64,78,227,267,train
img/Shirred_Floral-Embroidered_Blouse/img_00000091.jpg,3,Blouse,1,38,48,126,217,train
img/Shirred_Floral-Embroidered_Blouse/img_00000092.jpg,3,Blouse,1,6,89,178,272,train
img/Shirred_Floral-Embroidered_Blouse/img_00000094.jpg,3,Blouse,1,1,105,183,254,train
img/Shirred_Floral-Embroidered_Blouse/img_00000095.jpg,3,Blouse,1,64,90,242,267,train
img/Shirred_Floral-Embroidered_Blouse/img_00000096.jpg,3,Blouse,1,104,50,210,211,train
img/Shirred_Floral-Embroidered_Blouse/img_00000100.jpg,3,Blouse,1,39,57,164,192,train
img/Shirred_Floral-Embroidered_Blouse/img_00000101.jpg,3,Blouse,1,35,67,171,220,train
img/Shirred_Floral-Embroidered_Blouse/img_00000103.jpg,3,Blouse,1,80,90,247,259,train
img/Shirred_Floral-Embroidered_Blouse/img_00000105.jpg,3,Blouse,1,41,80,199,255,train
img/Shirred_Floral-Embroidered_Blouse/img_00000106.jpg,3,Blouse,1,47,84,261,257,train
img/Shirred_Floral-Embroidered_Blouse/img_00000108.jpg,3,Blouse,1,1,60,204,286,train
img/Shirred_Floral-Embroidered_Blouse/img_00000109.jpg,3,Blouse,1,41,89,184,276,train
img/Shirred_Floral-Embroidered_Blouse/img_00000110.jpg,3,Blouse,1,11,104,190,264,train
img/Shirred_Floral-Embroidered_Blouse/img_00000111.jpg,3,Blouse,1,49,77,162,177,train
img/Shirred_Floral-Embroidered_Blouse/img_00000112.jpg,3,Blouse,1,78,68,244,209,train
img/Shirred_Floral-Embroidered_Blouse/img_00000113.jpg,3,Blouse,1,27,65,161,228,train
img/Shirred_Floral-Embroidered_Blouse/img_00000114.jpg,3,Blouse,1,96,71,240,193,train
